SerialNumber,Model,Capacity,CargoGroup
66292,C-10,2159,Intermodal Containers
73471,A-13,5057,Goods
76785,H-12,1090,Forestry
85533,O-14,4014,Electronics
73071,P-15,1078,Machinery
68894,M-16,1437,Electronics
71559,I-16,3039,Oil
50596,H-17,4725,Intermodal Containers
93579,L-14,3765,Livestock
56673,I-17,9223,Oil
71659,D-12,5398,Forestry
57606,A-14,7400,Electronics
89417,L-10,2886,Electronics
98268,L-12,9422,Automobiles
96938,K-14,9917,Intermodal Containers
53508,C-10,8920,Food
69319,M-20,3001,Forestry
95417,L-10,7604,Raw Minerals
68098,D-12,2499,Food
75706,I-14,7496,Intermodal Containers
96055,O-11,4526,Intermodal Containers
97243,F-20,8191,Food
70761,K-17,1303,Automobiles
59623,C-18,8707,Oil
96568,G-18,1697,Food
70778,D-19,6863,Building Materials
87087,K-15,3241,Goods
78220,B-11,8679,Forestry
63380,E-11,6953,Goods
54040,C-11,6424,Forestry
65329,I-19,6424,Metals
95671,D-19,3903,Goods
68199,L-15,6713,Chemicals
68531,P-19,9955,Agricultural
88840,K-13,7343,Building Materials
58465,B-19,6158,Forestry
64787,N-13,8233,Machinery
84055,L-20,7558,Oil
99894,K-11,5958,Forestry
80340,M-18,8771,Goods
87119,A-17,3591,Agricultural
97568,G-10,2970,Forestry
58205,E-15,4490,Metals
59833,H-17,8279,Food
65578,O-12,7246,Machinery
99099,I-12,4138,Machinery
86508,N-16,6246,Livestock
76294,B-19,5370,Machinery
89636,J-19,5901,Electronics
63001,D-17,3421,Goods
62572,F-11,8055,Goods
71271,G-20,8521,Oil
66279,F-18,4966,Goods
66438,M-20,5996,Intermodal Containers
90625,E-14,4419,Forestry
75385,E-17,1726,Metals
51404,D-11,4835,Automobiles
59022,D-16,2142,Livestock
59658,F-15,3243,Metals
97748,F-15,7673,Machinery
63966,J-10,4191,Raw Minerals
74351,B-17,4761,Automobiles
76369,K-14,3922,Electronics
95135,G-10,4183,Oil
61739,B-16,6188,Forestry
91594,G-20,9858,Agricultural
57912,O-17,2021,Machinery
53175,M-11,6847,Intermodal Containers
80873,E-16,2128,Machinery
57358,A-10,4808,Goods
75441,I-20,9335,Raw Minerals
86380,C-15,7083,Metals
90249,N-16,4296,Building Materials
67212,D-18,1115,Intermodal Containers
89955,B-15,6728,Goods
94444,G-19,6144,Raw Minerals
78311,N-10,5241,Electronics
58111,K-19,9592,Forestry
69082,L-15,9027,Livestock
80714,F-13,1518,Agricultural
53875,J-18,2583,Chemicals
67194,H-14,9408,Livestock
73370,G-16,7429,Forestry
91343,E-20,4091,Livestock
92373,N-11,1111,Metals
86356,M-19,5028,Automobiles
56305,G-18,3786,Oil
77603,N-13,3093,Automobiles
57355,G-20,2808,Agricultural
87524,L-18,8087,Chemicals
86403,M-15,5591,Chemicals
59409,N-18,1443,Livestock
93639,F-12,9676,Electronics
83187,O-15,4065,Intermodal Containers
82867,P-20,8107,Building Materials
89146,K-14,7139,Goods
82036,M-11,3533,Metals
74495,M-13,2455,Machinery
91621,N-19,3808,Metals
80468,E-15,8881,Automobiles
53519,D-14,4205,Oil
58993,B-12,3431,Machinery
97295,M-12,3669,Food
83386,L-15,4928,Agricultural
71076,L-18,5194,Electronics
88820,H-12,8551,Building Materials
97948,O-15,4079,Agricultural
78542,B-14,3847,Metals
97260,N-14,9019,Agricultural
62191,F-14,7245,Food
98087,M-12,8857,Raw Minerals
72729,O-12,7794,Goods
73020,B-18,1748,Oil
84384,P-16,8775,Intermodal Containers
86214,D-16,5450,Electronics
70632,L-17,8735,Forestry
70600,B-12,8522,Intermodal Containers
62792,I-16,2466,Livestock
88956,F-13,5999,Livestock
56142,A-12,3440,Electronics
53726,D-17,6207,Machinery
68685,D-17,2598,Goods
89822,K-13,9087,Intermodal Containers
81036,G-14,8495,Food
65532,O-11,7041,Building Materials
85369,B-19,1937,Forestry
65790,H-15,8651,Forestry
77370,B-16,6703,Livestock
85006,L-17,2123,Machinery
85495,J-19,7692,Metals
59185,K-11,6071,Food
84223,K-10,6916,Raw Minerals
63128,D-19,3589,Raw Minerals
91132,C-13,1551,Metals
67151,H-14,4733,Raw Minerals
59041,E-16,1719,Electronics
76010,D-17,3493,Oil
77398,B-14,9247,Intermodal Containers
92673,J-17,5561,Food
84911,C-19,8244,Food
68974,B-17,9092,Electronics
54183,I-15,4975,Forestry
90396,H-18,6221,Intermodal Containers
95282,G-11,5124,Livestock
61068,P-15,3301,Chemicals
77009,H-10,7771,Forestry
69116,P-10,2017,Livestock
50963,P-15,8313,Intermodal Containers
50885,E-14,2024,Agricultural
69014,J-16,3210,Machinery
51028,H-15,5886,Automobiles
60400,M-17,2947,Machinery
60824,A-17,5956,Intermodal Containers
84801,C-17,7831,Chemicals
77621,A-10,2234,Automobiles
56321,P-14,5652,Automobiles
90924,I-14,8796,Automobiles
92591,C-19,7532,Forestry
76201,A-15,6591,Intermodal Containers
74293,D-19,5053,Machinery
53690,C-18,9574,Livestock
56982,P-12,5206,Intermodal Containers
60136,K-19,3848,Automobiles
59828,B-15,8529,Building Materials
65629,E-19,7678,Forestry
76184,D-18,3012,Raw Minerals
59215,B-13,3295,Agricultural
88853,M-18,4040,Livestock
64788,N-19,7897,Raw Minerals
61901,D-13,9490,Chemicals
59590,C-18,2562,Electronics
97520,I-12,6144,Electronics
84797,E-14,1529,Electronics
81690,P-16,8665,Chemicals
60009,K-13,3098,Machinery
57992,E-17,9076,Oil
88354,L-20,9818,Building Materials
84031,B-19,9245,Machinery
65183,J-11,2373,Electronics
91684,B-18,6461,Machinery
96161,A-16,6336,Building Materials
68692,J-10,1816,Automobiles
83642,L-14,1382,Building Materials
80961,C-12,8404,Forestry
66013,H-13,9682,Building Materials
66848,A-16,9691,Building Materials
72681,M-14,2555,Agricultural
72964,D-19,8160,Food
71915,E-13,2192,Food
98676,E-20,6760,Agricultural
96539,O-17,2110,Forestry
83163,G-10,3074,Livestock
98116,K-10,8710,Goods
89287,D-19,8821,Food
78171,P-11,3249,Machinery
89830,P-20,6541,Electronics
53032,O-20,1437,Food
82572,I-10,3654,Metals
54169,G-14,2562,Electronics
86779,G-19,7248,Food
87807,B-10,5756,Electronics
76265,N-11,1161,Building Materials
53899,G-18,6070,Goods
62346,E-12,9940,Goods
85820,L-14,5070,Intermodal Containers
64101,I-15,8327,Intermodal Containers
92828,M-10,8092,Raw Minerals
88835,B-11,2393,Agricultural
92122,O-19,2596,Agricultural
92970,K-18,9069,Goods
61668,I-16,3814,Agricultural
90709,I-18,9000,Automobiles
53824,F-20,9863,Oil
57323,D-15,2178,Automobiles
92848,E-12,8428,Raw Minerals
71670,L-11,8144,Electronics
50594,H-16,5172,Chemicals
87121,M-10,4638,Chemicals
96653,A-17,1116,Electronics
51299,C-15,4088,Intermodal Containers
52978,J-14,1417,Oil
70596,I-11,8561,Automobiles
89796,M-16,9187,Electronics
76889,M-19,9268,Goods
59489,O-16,8457,Building Materials
78544,A-11,6178,Building Materials
99502,E-14,5138,Livestock
85149,F-15,7897,Forestry
74224,E-17,2243,Metals
53813,B-15,3519,Machinery
70249,D-17,2627,Electronics
70718,P-13,3141,Automobiles
62417,F-17,3628,Intermodal Containers
58060,M-16,3804,Food
76587,E-11,5107,Electronics
59085,P-16,5713,Building Materials
61761,D-19,7592,Oil
78048,B-12,3746,Food
74890,H-20,9742,Agricultural
56081,M-12,9061,Electronics
57689,C-12,8927,Goods
70345,B-13,5746,Building Materials
85792,A-18,1584,Raw Minerals
92792,K-10,3706,Intermodal Containers
50349,M-10,2029,Machinery
79787,N-19,5655,Agricultural
65579,B-17,3818,Building Materials
73412,D-11,8606,Building Materials
53149,C-15,5981,Livestock
92580,A-11,2731,Chemicals
61941,B-17,3385,Electronics
85079,B-17,1615,Oil
97411,M-14,3223,Building Materials
77617,K-18,1293,Agricultural
87254,M-11,5755,Metals
57135,L-15,6870,Agricultural
86248,E-16,9309,Building Materials
93972,L-17,5927,Food
69305,B-20,8566,Automobiles
69337,E-18,4455,Raw Minerals
95005,J-11,4998,Raw Minerals
61224,E-16,5022,Food
69609,J-11,3385,Livestock
78862,D-17,1338,Livestock
58905,A-16,6330,Oil
56064,P-19,4353,Automobiles
79252,M-14,4677,Goods
51752,M-16,9315,Goods
76877,N-14,7985,Chemicals
68835,D-13,4476,Machinery
74336,G-16,2448,Oil
50219,J-16,4683,Oil
97431,A-13,1011,Agricultural
81111,H-12,6159,Metals
77506,G-15,4707,Machinery
80151,C-17,2404,Metals
50162,N-20,4893,Food
87350,D-12,9506,Goods
64233,N-11,1213,Building Materials
89774,N-16,4387,Forestry
57633,G-11,3798,Oil
75670,O-17,1573,Machinery
66340,J-15,5588,Oil
54367,D-20,8487,Oil
71604,C-15,4330,Food
91590,D-17,2778,Building Materials
99884,D-15,7279,Chemicals
65482,N-14,1538,Machinery
91425,A-16,7695,Electronics
65375,D-16,3547,Metals
83759,C-15,7840,Raw Minerals
58261,D-15,1435,Chemicals
55504,M-12,1334,Oil
90613,E-19,9729,Metals
54843,F-16,4160,Livestock
54947,N-17,1697,Machinery
68806,O-10,3751,Intermodal Containers
73855,C-18,4902,Agricultural
95119,A-15,4530,Oil
90426,I-17,9370,Chemicals
87830,N-13,2988,Chemicals
50739,F-18,1349,Livestock
50624,B-17,2904,Electronics
72857,M-19,3170,Goods
64600,L-13,1285,Goods
71581,E-15,8865,Livestock
75523,G-13,5258,Oil
51889,A-20,7930,Livestock
73990,E-19,2663,Oil
72678,M-16,3630,Electronics
50888,N-16,3215,Machinery
87879,J-15,2536,Chemicals
63123,N-19,1688,Electronics
71773,H-14,4618,Goods
66341,A-17,1255,Intermodal Containers
59883,C-15,9258,Food
54662,H-16,4293,Raw Minerals
70925,E-18,6557,Raw Minerals
78570,C-20,3673,Goods
50172,P-15,2854,Building Materials
55238,G-13,7134,Livestock
83532,I-20,6471,Machinery
65903,A-19,1534,Forestry
93857,B-16,8094,Intermodal Containers
82564,G-11,1172,Building Materials
99499,P-12,8770,Metals
87194,O-19,3045,Electronics
95051,O-13,1234,Electronics
90887,H-15,9524,Food
75657,M-18,1449,Livestock
84772,H-20,7881,Forestry
91240,D-12,9197,Goods
74324,M-11,6987,Agricultural
79965,J-20,4657,Intermodal Containers
99373,F-15,3541,Livestock
51262,A-19,1287,Livestock
98240,J-19,5974,Automobiles
54965,N-14,4417,Food
58529,N-10,1198,Goods
54835,J-19,2023,Chemicals
99096,I-14,3128,Raw Minerals
52367,M-18,6090,Livestock
82348,L-20,4348,Electronics
66934,M-19,7118,Forestry
77059,D-13,9446,Machinery
54565,K-18,2330,Food
90165,I-11,1591,Livestock
55374,C-17,3285,Automobiles
72789,K-10,2556,Metals
95288,H-11,4064,Raw Minerals
97120,M-15,5432,Raw Minerals
87505,C-10,5913,Food
93386,E-11,8501,Livestock
64487,E-18,7434,Agricultural
71615,I-10,4446,Livestock
66298,B-14,9795,Intermodal Containers
97930,H-15,7084,Oil
93686,B-20,3697,Raw Minerals
75190,J-13,8488,Electronics
50570,A-10,2172,Food
54037,C-17,9252,Machinery
71525,D-12,6750,Goods
72295,C-17,6047,Machinery
71127,O-11,3474,Agricultural
64654,B-14,9868,Automobiles
67753,N-12,7429,Building Materials
51387,B-18,7908,Goods
64750,M-11,3033,Food
91331,K-14,6774,Agricultural
76322,P-16,9550,Oil
59272,E-16,1145,Metals
60608,J-18,3371,Raw Minerals
65007,M-19,7611,Raw Minerals
61912,E-11,6654,Agricultural
52676,A-16,9894,Forestry
92138,J-16,2692,Metals
73737,C-13,7159,Agricultural
60304,F-20,5950,Metals
92053,L-14,6397,Machinery
52346,C-18,1544,Electronics
92148,C-15,6491,Food
83839,N-12,7590,Machinery
68062,K-18,4629,Metals
75142,O-18,4866,Building Materials
75297,F-11,4900,Intermodal Containers
58619,D-15,9972,Intermodal Containers
71967,H-19,9885,Livestock
53951,L-12,7720,Goods
97576,L-13,1937,Livestock
74081,N-16,2382,Chemicals
61416,F-13,1048,Agricultural
62986,G-13,3286,Agricultural
83114,D-18,3602,Metals
65729,D-15,6833,Goods
82027,O-10,1918,Oil
73095,K-15,2657,Intermodal Containers
86790,P-15,3141,Intermodal Containers
85726,G-17,4108,Raw Minerals
79703,P-16,9983,Chemicals
66654,J-16,6188,Agricultural
99451,M-20,1961,Forestry
74857,E-14,4670,Food
60233,N-12,9815,Raw Minerals
62173,O-14,2265,Forestry
98094,N-15,6204,Raw Minerals
65892,G-18,8068,Intermodal Containers
51416,I-10,7323,Intermodal Containers
63311,A-15,6786,Agricultural
63107,L-16,3028,Oil
62844,P-15,5009,Raw Minerals
99093,M-12,6217,Automobiles
86313,A-15,8725,Raw Minerals
86838,J-16,6395,Automobiles
75102,I-11,8194,Metals
78840,E-10,2753,Chemicals
99623,P-16,9063,Agricultural
62214,A-16,9804,Forestry
93617,I-10,6368,Electronics
84521,G-11,5338,Intermodal Containers
71334,K-13,9977,Food
96617,M-12,6318,Electronics
73347,N-16,6231,Electronics
78067,E-19,4251,Food
81312,A-18,2014,Oil
50007,O-14,9274,Building Materials
68951,N-10,6817,Raw Minerals
81444,H-20,7424,Metals
81551,E-11,9079,Metals
57414,H-18,6928,Automobiles
79198,O-16,8562,Building Materials
59104,M-19,4209,Forestry
93409,E-11,8572,Agricultural
94379,A-18,5028,Metals
91522,N-12,7761,Forestry
94918,L-13,7527,Agricultural
68987,B-15,7234,Agricultural
68535,E-19,7397,Oil
93320,A-10,5287,Agricultural
96585,H-19,1319,Goods
81456,O-20,5580,Forestry
77916,A-14,8035,Intermodal Containers
52172,K-15,6346,Agricultural
55667,N-15,8265,Intermodal Containers
98598,K-10,8698,Forestry
53337,M-14,7431,Machinery
76773,J-10,2809,Building Materials
93304,M-19,9827,Goods
83222,E-10,6670,Metals
58771,I-16,9225,Chemicals
55650,I-13,8843,Metals
75552,G-20,6606,Goods
62796,F-18,9433,Livestock
60152,M-10,2525,Goods
89134,D-19,8676,Livestock
95938,K-14,2068,Building Materials
81069,G-17,6242,Chemicals
98660,O-20,8522,Forestry
82419,N-16,7208,Forestry
56866,D-20,2939,Food
52166,C-14,7268,Raw Minerals
59894,J-11,3985,Machinery
72028,B-10,6104,Automobiles
57189,J-15,5013,Oil
92805,G-15,5624,Food
85885,L-11,6682,Electronics
84584,M-14,4355,Automobiles
81704,L-17,4660,Goods
81048,K-19,5004,Forestry
97433,K-18,8521,Intermodal Containers
55282,F-16,3508,Intermodal Containers
90253,O-14,6864,Livestock
83353,J-17,6385,Oil
88728,H-10,4793,Building Materials
58508,L-12,9113,Forestry
84717,E-18,8974,Oil
56550,D-19,2266,Food
71351,H-16,9186,Building Materials
96318,E-14,4987,Metals
71000,J-16,1638,Metals
96029,B-11,6965,Goods
50593,J-12,6626,Electronics
90226,H-18,7391,Machinery
93880,A-12,6622,Machinery
98710,P-14,5200,Machinery
77851,D-17,2231,Metals
59081,D-19,1980,Raw Minerals
57065,P-11,9798,Electronics
61452,G-19,2765,Metals
63239,E-17,2862,Goods
60219,A-20,1293,Intermodal Containers
71744,C-17,9543,Food
87993,G-11,8977,Machinery
59932,O-17,6127,Chemicals
56728,C-19,3353,Raw Minerals
66448,K-14,1445,Goods
80669,G-10,7370,Machinery
89198,L-17,7707,Chemicals
80529,F-20,6411,Raw Minerals
84661,D-18,8565,Oil
79009,O-13,3783,Forestry
61908,N-13,4318,Chemicals
50508,C-15,6210,Food
82236,P-10,7777,Goods
64563,A-15,3661,Agricultural
52769,H-15,7190,Oil
75324,P-14,5741,Raw Minerals
69135,G-14,5277,Automobiles
55232,P-19,8782,Agricultural
91786,L-14,8344,Oil
74701,N-12,3633,Oil
69767,P-20,9949,Livestock
71852,D-16,9214,Forestry
99567,M-13,3797,Agricultural
84114,F-19,1344,Oil
61978,F-13,6012,Chemicals
94621,G-10,7733,Raw Minerals
73112,M-20,5754,Livestock
77112,J-11,8010,Agricultural
83271,A-16,4138,Goods
75904,F-16,1603,Chemicals
88680,D-15,8474,Chemicals
98429,E-16,6841,Agricultural
92957,P-10,9399,Machinery
90730,I-20,8936,Electronics
61004,J-10,6092,Building Materials
50700,J-16,9786,Machinery
78476,A-16,1338,Food
58969,O-11,6689,Electronics
63038,C-13,3347,Livestock
98418,C-17,2809,Automobiles
99265,P-12,1390,Forestry
81419,C-12,6048,Chemicals
70520,D-16,2188,Electronics
62083,J-17,1261,Raw Minerals
72554,M-14,7097,Chemicals
70465,G-16,4816,Intermodal Containers
80911,L-14,6584,Automobiles
86037,E-11,5795,Agricultural
51533,H-14,2256,Livestock
96729,F-20,7959,Forestry
82669,L-15,5410,Metals
91874,M-14,2955,Oil
61555,K-13,2382,Building Materials
69507,P-10,9500,Oil
74082,D-15,5051,Goods
68820,J-18,1254,Forestry
71299,G-15,9368,Intermodal Containers
80826,E-16,8073,Intermodal Containers
86271,H-17,9024,Building Materials
83068,A-11,8554,Chemicals
61147,A-18,3015,Goods
96768,G-19,8391,Livestock
83394,K-19,9135,Livestock
59234,P-18,9122,Food
63377,I-18,8399,Agricultural
51002,N-19,1263,Building Materials
85183,L-12,6887,Raw Minerals
90726,D-10,5581,Automobiles
62331,F-13,4438,Forestry
65072,I-19,7166,Metals
81547,B-16,1029,Metals
90138,O-11,9556,Agricultural
88058,D-13,5165,Goods
61094,D-20,6208,Chemicals
56455,A-19,4231,Oil
80851,N-19,9579,Machinery
71355,P-11,8575,Building Materials
70869,B-16,4679,Automobiles
67867,F-16,3533,Metals
88138,M-19,9980,Electronics
62528,N-20,3818,Intermodal Containers
93796,P-20,1517,Agricultural
66586,F-13,8039,Oil
97409,J-20,5283,Livestock
95455,P-12,3141,Machinery
95522,P-15,1872,Oil
81403,L-20,8964,Oil
87782,D-13,4049,Metals
81204,I-17,7101,Building Materials
96259,K-20,7930,Metals
83362,L-19,3194,Food
81826,P-18,1602,Electronics
85862,L-17,7229,Metals
78946,M-10,1713,Oil
87218,N-13,9587,Oil
63867,O-16,6107,Chemicals
82992,M-15,2547,Raw Minerals
59299,G-18,1246,Forestry
73463,G-11,5403,Livestock
63984,A-10,2039,Metals
55746,A-18,3182,Building Materials
94161,N-19,1645,Intermodal Containers
94966,A-20,1520,Metals
84480,P-13,4444,Food
82907,H-11,6387,Machinery
80367,O-12,5967,Intermodal Containers
64252,J-16,1314,Chemicals
52958,K-12,4073,Forestry
94051,B-10,1101,Electronics
85537,L-10,7036,Goods
76249,P-20,3776,Forestry
81743,F-16,4753,Oil
50297,D-16,8303,Metals
87016,E-19,6036,Agricultural
91864,N-14,2348,Intermodal Containers
57657,D-10,1110,Livestock
66187,J-10,4633,Automobiles
81861,P-12,1818,Building Materials
98022,B-14,7011,Oil
79106,C-12,8417,Chemicals
50959,O-13,7889,Electronics
73574,A-12,9945,Chemicals
62771,J-13,1371,Raw Minerals
70212,K-15,6060,Agricultural
59735,G-14,5431,Oil
57181,O-20,1118,Livestock
59280,J-11,5673,Forestry
77205,M-16,2754,Machinery
88196,P-13,7356,Raw Minerals
92309,P-14,6618,Intermodal Containers
60831,G-17,5529,Electronics
91096,K-14,3521,Goods
64144,F-10,7769,Intermodal Containers
97033,G-15,2188,Electronics
86406,C-13,9949,Forestry
68581,G-12,2572,Oil
93976,E-19,9730,Livestock
73512,G-13,6527,Raw Minerals
80896,P-13,5074,Livestock
70220,C-19,7848,Building Materials
96020,K-14,9398,Raw Minerals
75886,K-20,2670,Oil
51807,K-15,1619,Food
74623,K-12,6904,Electronics
66449,G-11,8577,Oil
74083,O-11,8027,Electronics
57882,C-13,4310,Raw Minerals
91199,H-20,4002,Electronics
56675,N-10,5002,Electronics
83772,N-16,8364,Goods
65518,D-15,3558,Food
60923,J-14,7366,Food
53825,H-16,6451,Oil
76328,E-15,9071,Raw Minerals
78659,M-15,8737,Goods
55808,J-17,7466,Oil
98421,P-13,2127,Food
77384,O-14,8608,Forestry
91865,B-16,6819,Automobiles
65294,J-13,7794,Raw Minerals
69832,M-13,5189,Machinery
51403,I-13,1832,Forestry
86710,N-11,8278,Automobiles
79615,K-13,9336,Oil
83052,B-16,5128,Automobiles
85218,P-11,9016,Food
87744,F-16,6876,Chemicals
69882,L-18,3859,Electronics
75817,K-20,8148,Automobiles
63826,C-10,1491,Intermodal Containers
51494,K-13,2464,Building Materials
51844,J-12,5059,Forestry
68309,N-10,9743,Building Materials
80288,I-14,7900,Building Materials
72188,M-15,8608,Raw Minerals
95392,H-14,1497,Oil
53274,O-16,6070,Food
66473,G-11,1587,Food
59103,A-11,2614,Metals
70200,P-18,2405,Intermodal Containers
53620,C-16,8179,Forestry
80129,J-14,6846,Agricultural
87902,G-10,1792,Livestock
50721,F-10,5806,Metals
92463,M-13,3975,Automobiles
82832,K-17,4516,Machinery
64514,A-11,2090,Oil
53512,I-19,4516,Electronics
56296,H-14,5825,Electronics
72281,P-18,8047,Electronics
59345,C-15,7245,Metals
75226,H-16,9632,Electronics
51902,K-11,4638,Food
56505,D-11,5201,Building Materials
74256,D-17,6554,Food
90344,H-13,9933,Raw Minerals
73956,F-14,8890,Agricultural
51656,L-15,4575,Raw Minerals
84720,B-17,9905,Metals
60162,F-18,9870,Machinery
62758,P-19,4530,Livestock
70239,A-12,6099,Food
56656,H-12,7530,Forestry
56748,L-20,1441,Food
73590,H-15,3155,Agricultural
75533,F-12,6067,Chemicals
69664,I-13,7729,Goods
89665,I-14,5322,Metals
94953,H-11,4704,Food
86441,L-15,1109,Food
64506,J-10,5068,Automobiles
92023,A-13,1746,Food
74714,P-10,6086,Building Materials
97971,D-12,5278,Chemicals
53585,N-10,8323,Livestock
62442,I-20,3441,Intermodal Containers
90569,H-13,2626,Raw Minerals
83238,A-12,6317,Food
93259,A-12,3390,Food
55276,F-15,6819,Forestry
58887,J-17,7981,Electronics
72044,K-18,9525,Electronics
58320,P-17,6068,Building Materials
60116,L-15,4787,Oil
83134,H-10,8472,Goods
52691,L-18,5855,Livestock
92934,N-18,5910,Livestock
75599,A-20,2158,Livestock
57514,E-15,1967,Intermodal Containers
85681,G-12,8412,Building Materials
52839,I-11,6642,Automobiles
57107,A-10,3939,Automobiles
78245,K-14,2509,Livestock
80099,G-12,2017,Automobiles
86943,P-11,5245,Oil
93062,N-19,7445,Food
88195,G-15,2990,Machinery
62465,L-11,3610,Machinery
85025,A-20,4580,Livestock
52261,D-13,5569,Chemicals
93790,L-10,7830,Chemicals
99350,G-18,5812,Livestock
81362,E-20,6639,Machinery
55302,B-15,6391,Livestock
72474,P-17,8947,Electronics
99975,P-10,6472,Chemicals
68186,D-20,9684,Oil
61232,J-15,3034,Agricultural
93672,M-20,5116,Goods
54828,L-14,8459,Building Materials
79626,D-14,1709,Food
68739,L-20,4506,Livestock
71936,H-15,3579,Chemicals
58684,E-11,5697,Goods
77882,A-17,1473,Oil
72450,F-11,5267,Food
85429,J-16,9104,Chemicals
72892,L-15,9400,Forestry
90822,C-20,1875,Goods
86409,M-15,6500,Livestock
69096,H-16,1692,Machinery
53304,A-10,1431,Forestry
75203,B-19,5329,Machinery
54376,D-13,5823,Metals
93337,L-14,2464,Electronics
94808,N-17,5112,Food
73529,K-19,5662,Goods
72056,H-12,4334,Metals
69142,F-15,8738,Raw Minerals
84904,K-17,3764,Agricultural
91112,F-20,1896,Food
58837,O-18,7136,Automobiles
56975,B-18,8294,Food
95410,D-20,7874,Goods
98256,A-14,7555,Building Materials
57664,L-14,2304,Livestock
67728,L-10,9181,Food
78232,E-17,8460,Forestry
91873,M-20,5563,Intermodal Containers
91980,H-20,2807,Building Materials
60872,H-11,2505,Agricultural
96406,F-13,9915,Intermodal Containers
76803,L-16,8319,Oil
81791,A-19,5329,Oil
65784,B-14,7234,Automobiles
81576,M-15,7998,Food
57270,M-12,8201,Oil
63951,I-20,8075,Agricultural
78047,H-12,6681,Automobiles
84820,D-14,4417,Building Materials
53297,B-16,4646,Food
58237,A-12,3579,Oil
84862,C-19,1785,Forestry
77564,F-11,6763,Building Materials
57794,M-17,1155,Chemicals
70768,M-12,8158,Forestry
62725,K-18,4362,Building Materials
71287,L-17,6669,Automobiles
57706,E-17,9653,Raw Minerals
89159,C-19,3757,Intermodal Containers
96903,E-15,3679,Metals
64895,D-13,4049,Raw Minerals
68314,E-14,4692,Machinery
74853,D-15,5062,Electronics
73042,D-19,3625,Machinery
55940,E-12,5365,Agricultural
83281,H-19,4624,Metals
71759,H-18,1906,Machinery
58540,K-12,8049,Agricultural
62920,B-15,7429,Automobiles
67164,G-19,2186,Automobiles
82476,I-16,9299,Electronics
81566,I-12,5518,Intermodal Containers
57092,J-12,2539,Food
85856,N-16,6423,Goods
56547,A-18,4972,Electronics
88654,K-16,5797,Raw Minerals
75031,J-15,4161,Intermodal Containers
80559,B-15,4137,Livestock
69660,I-17,6826,Raw Minerals
64327,G-14,6837,Raw Minerals
92145,H-12,6958,Agricultural
60990,B-13,2355,Raw Minerals
86383,P-11,3234,Oil
77782,A-10,1419,Goods
80082,D-20,1092,Livestock
82053,L-12,4268,Oil
81612,N-19,6308,Automobiles
60533,G-18,8380,Automobiles
66238,B-17,2803,Forestry
86442,J-13,4457,Goods
79463,J-14,9355,Agricultural
78695,P-12,2143,Machinery
81124,J-20,7442,Chemicals
57643,N-16,3591,Electronics
96855,G-13,4197,Chemicals
98681,C-15,3479,Food
87867,F-20,2783,Forestry
64510,B-13,8368,Electronics
66565,F-11,8914,Raw Minerals
89445,G-20,2239,Electronics
58080,I-11,1980,Agricultural
89463,H-18,1013,Machinery
77407,J-14,3060,Food
76289,K-19,2942,Automobiles
54261,O-12,2902,Forestry
62534,A-16,2835,Livestock
99979,F-13,5479,Agricultural
55242,E-19,8079,Raw Minerals
68555,N-20,3117,Intermodal Containers
61419,H-20,1871,Metals
60300,J-14,8858,Oil
89915,G-12,4015,Chemicals
81292,C-18,7155,Forestry
99244,F-18,6772,Chemicals
63868,G-11,4973,Electronics
58928,I-14,9412,Chemicals
83505,C-13,4794,Food
76545,M-12,4606,Metals
81738,O-13,3284,Raw Minerals
80229,I-12,2594,Agricultural
89054,B-15,8363,Oil
56008,N-19,6482,Forestry
54122,H-15,3703,Livestock
58846,H-12,3029,Machinery
79076,I-12,1955,Machinery
79038,G-15,8238,Electronics
92660,P-14,6225,Machinery
68503,C-20,1548,Intermodal Containers
60661,E-19,7764,Building Materials
69632,H-12,3943,Livestock
58184,O-19,7016,Machinery
88089,D-19,8331,Machinery
72333,A-12,1524,Food
97056,H-10,7189,Forestry
50410,L-13,3343,Chemicals
69070,F-10,3311,Metals
54690,M-18,9383,Machinery
99023,H-16,1892,Building Materials
57239,C-19,2789,Raw Minerals
82620,C-14,4870,Agricultural
56201,C-15,5732,Goods
78338,J-16,6371,Automobiles
90306,J-15,2982,Livestock
78274,B-14,1349,Chemicals
73356,B-11,9885,Machinery
73022,B-15,4377,Forestry
69196,E-18,6975,Oil
77949,D-12,5516,Building Materials
94067,J-12,3747,Metals
55524,P-14,7160,Goods
63271,I-16,3249,Machinery
84970,I-16,2202,Raw Minerals
74566,C-16,3614,Goods
88184,N-10,8147,Agricultural
93054,K-15,1133,Chemicals
75214,O-16,5177,Machinery
96910,G-20,7622,Forestry
75318,G-18,3613,Machinery
57022,E-19,4865,Machinery
83792,E-17,2912,Oil
62455,K-16,6298,Goods
50047,D-20,3025,Automobiles
68147,P-15,9556,Agricultural
75693,F-20,5804,Food
53537,I-17,9020,Metals
52605,J-19,2550,Agricultural
80182,E-18,8223,Metals
60899,K-18,6452,Goods
60651,G-16,2063,Food
83779,G-13,6430,Livestock
61447,J-10,3044,Machinery
83752,L-20,2601,Electronics
57361,K-14,3211,Oil
95055,F-18,1775,Automobiles
84211,F-18,8575,Building Materials
66285,K-13,9209,Raw Minerals
69268,E-15,8683,Machinery
50302,P-18,8513,Metals
59849,F-18,4771,Goods
