SerialNumber,Model,Capacity,CargoGroup
45919,H-10,9385,Machinery
17103,A-12,7637,Goods
19968,H-15,5329,Metals
34965,F-12,4579,Forestry
32904,H-20,2521,Building Materials
48850,I-19,6382,Metals
17301,H-16,3680,Oil
41451,I-13,2032,Food
30996,I-18,9394,Automobiles
16019,K-20,4471,Raw Minerals
41626,D-10,6752,Forestry
10893,C-16,5514,Electronics
32787,G-12,3462,Forestry
20769,P-12,7735,Food
44154,L-14,5129,Agricultural
29271,L-18,3827,Forestry
16245,N-16,3792,Chemicals
45073,N-17,1658,Raw Minerals
25176,H-10,9979,Livestock
40028,P-17,1311,Intermodal Containers
39780,J-17,6682,Machinery
33460,H-17,1547,Forestry
12330,H-12,1695,Chemicals
26611,G-12,6180,Electronics
36562,B-13,3689,Chemicals
41526,F-15,5339,Goods
14627,G-18,1934,Food
15136,C-16,6993,Intermodal Containers
18453,J-15,8268,Building Materials
49987,N-17,9278,Intermodal Containers
12418,M-12,1747,Goods
32794,A-13,7168,Agricultural
45385,D-20,7703,Chemicals
45064,N-12,5186,Forestry
47713,L-20,6671,Chemicals
21209,N-10,5358,Chemicals
38883,A-16,9205,Building Materials
30653,O-12,2150,Food
34473,K-13,9263,Forestry
11779,I-13,1515,Building Materials
13327,L-20,6510,Raw Minerals
47112,D-15,9577,Building Materials
29557,C-19,9467,Building Materials
15569,G-10,2738,Oil
41381,H-12,3331,Agricultural
39579,B-17,8794,Automobiles
26738,M-13,4198,Automobiles
43983,D-18,9699,Machinery
24521,H-18,4021,Food
18085,F-14,1966,Chemicals
29215,J-13,3719,Building Materials
14561,O-19,4302,Automobiles
26111,F-20,1602,Electronics
43566,M-14,3849,Building Materials
25523,L-10,7997,Goods
30976,L-11,9480,Oil
18209,G-19,9835,Agricultural
37705,P-16,6724,Goods
42037,P-11,3458,Oil
13989,N-11,3043,Livestock
45007,H-10,2541,Intermodal Containers
20987,L-11,6565,Chemicals
22816,M-13,9718,Building Materials
46568,A-20,1768,Livestock
48119,H-17,2172,Oil
45709,G-10,4230,Agricultural
32031,L-10,5272,Automobiles
17390,C-14,9646,Automobiles
38941,I-13,1947,Goods
27605,G-19,6444,Livestock
11040,F-12,5356,Building Materials
35510,O-11,8145,Chemicals
36569,H-19,8076,Electronics
30634,O-18,4900,Machinery
17153,E-19,9968,Machinery
23766,F-10,2182,Electronics
33565,L-13,7564,Food
45301,K-14,7289,Machinery
20933,C-14,4482,Forestry
19564,I-10,6032,Metals
22417,A-13,4773,Agricultural
44235,O-18,7927,Oil
40697,K-13,6942,Automobiles
10383,L-10,6295,Metals
37905,P-18,2227,Raw Minerals
45225,L-18,8578,Livestock
25326,A-15,3923,Goods
33647,A-13,3695,Goods
15978,G-16,9975,Metals
11700,C-11,3993,Machinery
46428,C-12,3055,Automobiles
14430,O-14,8839,Building Materials
36464,H-11,2484,Raw Minerals
34259,D-19,5520,Electronics
45181,E-17,2113,Raw Minerals
41334,K-12,8735,Machinery
20445,L-11,9170,Oil
45717,D-17,8439,Automobiles
11544,I-18,4583,Livestock
41786,D-13,4813,Building Materials
11344,E-10,4921,Automobiles
17092,L-16,9065,Metals
39641,D-10,1893,Intermodal Containers
19222,O-12,8685,Agricultural
23011,E-10,2823,Metals
44046,B-20,9221,Oil
33775,N-14,1596,Automobiles
48321,D-20,7005,Raw Minerals
48337,P-13,3788,Food
33621,G-18,1555,Automobiles
16938,O-18,9607,Metals
22242,K-19,4768,Automobiles
17195,N-18,5359,Food
11832,A-14,8096,Electronics
34370,B-13,1938,Electronics
15274,E-11,1508,Raw Minerals
28664,E-12,5456,Raw Minerals
13561,A-18,4948,Chemicals
49764,B-10,6802,Agricultural
37368,C-19,9214,Agricultural
47838,L-11,7935,Oil
33235,L-17,7367,Metals
18544,P-18,7142,Electronics
24915,H-10,6746,Machinery
28902,N-16,1134,Oil
44022,I-15,9494,Food
21678,C-14,9875,Agricultural
20284,L-14,8234,Forestry
39135,A-20,8507,Agricultural
37242,G-10,2434,Oil
17621,O-18,7088,Building Materials
10640,M-12,6690,Automobiles
29026,N-11,5178,Goods
12311,G-20,1051,Machinery
17665,N-15,6523,Livestock
34929,P-15,6525,Livestock
33555,H-16,6032,Agricultural
40620,L-16,7339,Oil
29167,C-10,7130,Chemicals
31766,G-16,5448,Forestry
43657,E-16,6679,Livestock
22382,E-12,1936,Livestock
22279,K-13,9861,Food
47176,I-20,3265,Raw Minerals
36125,G-15,9804,Automobiles
29355,F-15,4307,Agricultural
44034,D-20,1390,Food
40258,O-12,8482,Electronics
19437,N-10,6256,Oil
35935,O-17,9554,Food
43558,B-14,1288,Raw Minerals
23480,M-10,6167,Metals
20248,O-17,3203,Raw Minerals
26067,J-16,4179,Intermodal Containers
26307,D-17,8806,Machinery
33866,P-11,2720,Building Materials
15346,K-20,7877,Raw Minerals
49052,L-14,3080,Oil
45640,P-18,2643,Food
30594,I-19,5614,Machinery
10370,L-17,5716,Machinery
30019,H-18,1135,Food
10206,A-20,1586,Livestock
23846,M-12,6513,Electronics
10946,I-15,6086,Oil
31872,D-19,2208,Raw Minerals
45475,A-17,4615,Goods
40480,H-18,2960,Raw Minerals
28105,D-10,6456,Automobiles
46789,H-20,4216,Oil
28464,I-18,6043,Oil
19027,B-15,5033,Intermodal Containers
26041,H-14,1305,Chemicals
45897,G-10,2962,Oil
42457,F-14,8250,Raw Minerals
36686,J-19,6358,Automobiles
38645,L-12,3273,Building Materials
41198,A-19,3141,Electronics
22533,F-18,9006,Raw Minerals
14203,E-15,4545,Forestry
34303,N-17,5362,Building Materials
49931,A-18,1442,Livestock
38512,I-10,1505,Agricultural
11410,J-15,9664,Intermodal Containers
30960,J-19,7071,Food
11290,N-20,6935,Forestry
37969,A-16,9987,Raw Minerals
26232,L-15,5053,Chemicals
44203,N-19,2661,Building Materials
25786,E-15,5219,Agricultural
28876,F-13,3023,Intermodal Containers
30177,G-15,6374,Raw Minerals
29126,F-19,7365,Electronics
41858,I-15,7099,Agricultural
42501,D-11,7489,Metals
16017,E-12,9927,Raw Minerals
31957,I-17,6677,Machinery
43086,H-17,8627,Chemicals
33300,D-19,2177,Raw Minerals
45110,F-14,1541,Building Materials
31157,A-12,8743,Food
41458,N-19,9198,Agricultural
19100,B-15,3121,Intermodal Containers
47849,J-19,9592,Electronics
31616,I-17,2579,Chemicals
22669,L-15,6172,Goods
18864,A-14,5131,Forestry
46679,P-20,3660,Metals
41102,K-11,8526,Livestock
44305,A-15,5807,Raw Minerals
25442,D-17,9307,Electronics
35372,P-20,8532,Automobiles
33606,F-10,1366,Machinery
46952,C-13,8372,Intermodal Containers
34282,C-12,5620,Agricultural
34165,M-13,7328,Metals
29900,A-15,9383,Metals
29423,G-15,2438,Oil
13435,A-15,4030,Forestry
28065,L-13,7117,Oil
22557,M-14,5054,Chemicals
33582,N-17,3211,Machinery
18858,J-20,4392,Intermodal Containers
35425,B-18,7557,Agricultural
28915,E-17,8258,Intermodal Containers
43224,I-10,2021,Metals
20089,B-14,7182,Intermodal Containers
49062,A-14,8924,Electronics
43867,M-15,4313,Metals
30086,A-14,4654,Forestry
18461,H-14,8745,Metals
14853,N-13,6007,Livestock
38013,I-11,5610,Automobiles
23652,K-14,8121,Intermodal Containers
20226,J-10,9753,Oil
20270,P-10,3633,Automobiles
41506,D-16,7418,Machinery
35017,P-12,8727,Building Materials
42812,I-14,9409,Oil
23526,F-13,3667,Livestock
34728,H-14,9689,Metals
44965,C-17,8969,Livestock
36312,A-11,9306,Building Materials
29306,C-11,7216,Electronics
14062,K-11,4773,Intermodal Containers
40062,L-13,4068,Automobiles
37297,L-12,3482,Machinery
20557,P-20,1776,Raw Minerals
11981,B-13,8230,Metals
39369,P-18,5120,Automobiles
11879,D-11,8471,Electronics
33512,N-14,6408,Metals
25053,P-14,5236,Machinery
13493,K-16,3504,Chemicals
48880,I-12,7561,Building Materials
27377,E-18,3218,Livestock
13161,D-20,2991,Metals
39337,A-13,6347,Agricultural
47606,H-15,2382,Chemicals
39772,F-15,4556,Forestry
32667,A-18,6221,Building Materials
26904,P-12,4148,Building Materials
35218,I-13,2833,Forestry
30927,K-11,7195,Agricultural
19461,C-18,3895,Oil
21721,G-16,5713,Agricultural
35713,F-15,2162,Building Materials
40157,C-16,4241,Food
21723,K-15,8414,Oil
42528,L-18,7038,Livestock
16390,O-18,6133,Agricultural
34453,N-18,4016,Automobiles
20068,A-20,8567,Goods
45084,G-20,4948,Building Materials
37075,F-10,6396,Food
48739,C-14,9353,Chemicals
11951,A-13,8531,Agricultural
19508,H-12,6574,Machinery
11307,C-14,8820,Building Materials
36179,N-19,3913,Agricultural
49304,H-16,1105,Automobiles
12731,H-12,4318,Oil
13621,O-13,6913,Building Materials
42892,K-20,4113,Food
15218,O-14,9692,Intermodal Containers
14804,O-15,2134,Food
24727,K-19,3814,Automobiles
48814,C-20,2214,Automobiles
46856,G-17,5548,Goods
35272,O-15,7642,Forestry
46103,F-15,3058,Agricultural
10135,B-18,2528,Oil
47745,I-14,1539,Chemicals
22995,D-16,9482,Building Materials
10831,L-17,6972,Oil
24116,F-19,7704,Machinery
39578,D-13,7366,Intermodal Containers
37081,K-17,3795,Goods
40290,P-14,7807,Building Materials
19255,G-16,8075,Automobiles
31436,D-15,5522,Goods
33938,E-13,4954,Automobiles
12943,L-15,1595,Livestock
17542,H-12,1528,Goods
36029,F-15,2164,Automobiles
28685,C-18,1224,Livestock
46775,B-14,8481,Forestry
14103,O-11,5806,Automobiles
44988,D-16,5202,Chemicals
13765,A-18,4503,Building Materials
11988,N-19,9043,Electronics
22397,C-16,8942,Goods
30896,G-17,9211,Food
18593,O-18,3804,Building Materials
36748,K-14,5755,Intermodal Containers
24035,E-11,4498,Food
11214,B-10,6405,Goods
37603,P-10,2664,Forestry
49048,P-18,6791,Machinery
26868,G-11,2837,Goods
11399,F-20,5810,Intermodal Containers
10598,B-20,5970,Automobiles
16258,O-18,7948,Livestock
15085,K-16,4579,Chemicals
20614,J-14,6385,Chemicals
34990,G-13,6379,Forestry
24884,A-12,9454,Oil
49521,F-15,9466,Forestry
26805,P-14,9465,Intermodal Containers
36131,K-20,1508,Food
10307,P-14,2402,Building Materials
13407,O-20,1493,Forestry
11359,C-10,8916,Food
24501,K-10,8552,Oil
28037,G-19,3400,Automobiles
29972,D-10,8924,Electronics
38936,K-16,3390,Oil
15965,M-16,4687,Livestock
43400,B-19,8057,Automobiles
14681,H-16,2118,Building Materials
24095,H-16,7466,Oil
44010,P-14,8793,Electronics
17953,L-14,2203,Goods
19730,F-19,8199,Food
39723,B-15,5191,Intermodal Containers
48345,B-14,7696,Goods
48825,B-18,8707,Oil
33675,H-10,1409,Livestock
17839,O-10,5684,Oil
37421,E-16,7508,Automobiles
11365,I-16,6318,Forestry
32057,C-18,9546,Electronics
39289,K-11,6120,Chemicals
20134,E-11,7237,Livestock
45046,F-20,5514,Agricultural
49029,K-12,9254,Raw Minerals
31634,L-16,6913,Oil
34564,C-19,2373,Forestry
35961,I-11,7378,Metals
46236,K-12,9868,Intermodal Containers
29578,B-18,8830,Electronics
23582,H-11,9736,Chemicals
26445,J-16,8500,Oil
24640,N-13,4659,Raw Minerals
46554,A-10,7260,Automobiles
48511,H-11,6108,Goods
30285,M-17,6086,Electronics
23382,G-12,9156,Chemicals
44139,N-15,7652,Agricultural
16629,M-17,7919,Goods
45227,P-15,8305,Raw Minerals
17282,A-18,3324,Goods
32942,C-13,5794,Food
36840,E-16,1493,Forestry
11464,L-19,6835,Goods
36451,F-20,6463,Electronics
38052,L-11,5189,Forestry
33271,K-10,1047,Chemicals
18117,J-12,3672,Chemicals
10671,O-17,1755,Automobiles
14457,J-12,9818,Metals
21863,P-14,6836,Electronics
44265,F-10,1396,Intermodal Containers
47438,A-16,6559,Building Materials
17355,F-14,7404,Machinery
45604,J-19,1442,Electronics
21488,B-10,6236,Agricultural
31920,P-14,9784,Metals
32263,O-20,2662,Machinery
29824,D-12,4037,Metals
27923,K-20,2969,Goods
30101,O-19,5614,Livestock
31046,L-10,8027,Food
29715,P-17,9790,Building Materials
46087,D-13,3097,Metals
26830,C-13,2972,Agricultural
36018,B-10,3011,Agricultural
17615,F-13,4297,Agricultural
44171,N-20,1311,Food
43469,I-20,6831,Intermodal Containers
48999,K-18,4408,Raw Minerals
44100,I-20,1673,Food
23660,D-10,7939,Raw Minerals
23851,A-16,7723,Machinery
20598,A-17,9136,Chemicals
29103,D-18,7271,Forestry
23081,D-12,2754,Machinery
15998,N-17,1760,Goods
48821,G-16,2767,Chemicals
16598,K-12,4674,Electronics
49665,L-13,6060,Food
26128,L-14,2480,Agricultural
29462,O-14,6272,Machinery
36583,O-19,5598,Forestry
41388,F-19,6689,Forestry
29449,M-17,4578,Food
42942,M-16,9460,Machinery
48114,E-11,2925,Automobiles
35654,O-11,6836,Forestry
20031,C-18,1812,Machinery
23226,E-11,8776,Goods
47747,K-13,3179,Food
25258,A-11,1026,Raw Minerals
37355,P-12,7537,Metals
15534,F-15,8602,Intermodal Containers
48748,N-11,5008,Machinery
49293,O-11,1448,Electronics
42621,F-14,5685,Automobiles
12715,D-13,8127,Chemicals
45401,C-17,7611,Food
30234,I-20,6936,Machinery
39275,O-10,6404,Machinery
45528,O-14,7177,Electronics
10607,B-20,9668,Goods
36702,D-17,5291,Raw Minerals
23645,H-20,4960,Electronics
40020,F-10,4187,Goods
30310,L-15,6924,Oil
17304,B-15,7537,Forestry
24417,H-18,3189,Raw Minerals
32764,P-10,6536,Building Materials
31239,A-18,1890,Intermodal Containers
33031,L-10,3055,Metals
39575,H-15,2390,Automobiles
17477,P-15,9410,Goods
42740,A-17,4756,Chemicals
49134,L-19,1936,Agricultural
43937,G-12,2678,Goods
12580,A-11,5443,Oil
14887,G-15,5056,Intermodal Containers
35059,I-19,9569,Electronics
39148,P-20,1682,Forestry
30269,I-10,2189,Goods
28788,O-11,6064,Livestock
15017,H-19,5591,Automobiles
22428,J-13,6361,Intermodal Containers
42097,L-14,7691,Intermodal Containers
27371,K-17,9990,Chemicals
39213,D-16,9128,Automobiles
28078,J-10,1206,Agricultural
20775,N-16,3443,Food
41711,K-13,6025,Building Materials
39688,P-12,2304,Intermodal Containers
41133,H-20,8929,Food
27483,L-16,9054,Chemicals
16090,N-17,7129,Goods
32224,O-11,1298,Metals
41966,E-16,5510,Automobiles
13033,D-11,8745,Machinery
33202,M-10,6891,Intermodal Containers
36158,O-19,1828,Metals
16058,I-19,7258,Machinery
29354,A-14,9680,Automobiles
26168,N-12,9312,Goods
11159,I-18,3071,Metals
24684,G-18,7075,Agricultural
36513,P-17,7956,Oil
28327,C-20,8168,Raw Minerals
27259,P-17,7720,Agricultural
44665,I-12,9212,Livestock
45927,D-18,3125,Chemicals
25884,A-11,4840,Forestry
47865,N-17,1229,Metals
44704,K-11,1649,Electronics
40262,D-12,6515,Livestock
47317,D-19,7330,Livestock
41950,O-13,8094,Food
21992,D-18,1093,Chemicals
47545,E-15,7767,Raw Minerals
21889,B-19,8726,Livestock
39193,O-13,4638,Goods
22682,A-19,5373,Goods
37586,H-15,7968,Agricultural
25589,A-15,3980,Food
42540,I-15,4752,Agricultural
13930,C-20,2639,Food
49720,B-15,7232,Forestry
15074,I-11,1959,Livestock
41730,F-18,2817,Agricultural
33993,N-11,4428,Oil
24096,F-17,3775,Electronics
48353,J-19,4404,Intermodal Containers
46036,J-10,4227,Forestry
45315,D-19,9388,Livestock
47016,A-17,5806,Goods
47297,C-11,6145,Intermodal Containers
45183,F-10,7482,Electronics
33051,F-15,3435,Forestry
37367,J-17,1388,Automobiles
45832,M-17,1709,Intermodal Containers
29469,B-18,6197,Livestock
29979,H-14,8283,Intermodal Containers
19682,M-14,5634,Livestock
32170,M-20,3515,Metals
24654,N-18,3352,Forestry
40386,M-13,5311,Chemicals
28892,F-18,3994,Chemicals
22266,B-18,4766,Agricultural
16143,A-12,3885,Oil
18935,J-10,7655,Machinery
28257,P-15,4193,Forestry
23811,O-13,9721,Raw Minerals
45512,K-11,7527,Electronics
46056,J-11,4914,Machinery
26074,M-20,8843,Building Materials
18775,K-20,3270,Oil
23433,A-19,3383,Livestock
26213,K-14,4497,Livestock
23361,E-10,7590,Electronics
13696,N-20,4628,Raw Minerals
43330,N-11,9286,Forestry
25626,O-15,1020,Metals
17715,P-14,7546,Oil
40419,F-11,2238,Raw Minerals
19144,E-14,2922,Goods
42014,A-20,2472,Goods
14224,E-17,8874,Livestock
25123,C-19,5503,Livestock
16676,P-14,6291,Chemicals
43385,A-18,9332,Automobiles
24350,N-11,7028,Oil
13604,E-11,1530,Automobiles
28473,G-14,1039,Automobiles
24839,D-18,8429,Forestry
15022,F-13,6639,Intermodal Containers
42100,H-20,4474,Goods
37051,A-19,7119,Automobiles
47570,H-20,1579,Forestry
14864,B-14,2485,Building Materials
49451,C-17,2520,Raw Minerals
30763,C-10,1094,Livestock
30606,C-12,6065,Forestry
30502,K-19,9486,Livestock
30791,E-13,8532,Electronics
13427,I-15,7981,Automobiles
23062,I-15,9211,Building Materials
27004,K-13,4411,Electronics
38632,O-18,4425,Chemicals
43327,A-15,5784,Agricultural
19134,D-18,5438,Agricultural
38704,E-14,5472,Livestock
46676,J-14,6940,Raw Minerals
22506,L-13,8054,Chemicals
27415,M-15,4811,Building Materials
39049,M-14,9940,Oil
33206,D-14,6249,Forestry
27750,E-15,8060,Goods
15488,B-14,2418,Automobiles
27159,O-18,3793,Machinery
48960,F-14,8329,Goods
13337,J-14,5492,Chemicals
29290,F-17,2780,Metals
30067,D-17,8776,Food
31327,G-12,4593,Intermodal Containers
16131,N-20,2262,Raw Minerals
19127,B-19,5367,Forestry
30128,B-12,5012,Metals
42749,E-18,8657,Automobiles
36034,L-11,3163,Chemicals
40353,C-17,8227,Chemicals
28885,H-14,3420,Electronics
39858,B-15,9717,Agricultural
33437,J-13,4561,Building Materials
43485,I-10,8782,Raw Minerals
21982,I-20,4637,Oil
13234,N-11,4084,Electronics
46589,D-10,1156,Livestock
26356,K-11,7537,Livestock
14290,O-14,5140,Intermodal Containers
14683,N-15,5564,Livestock
23802,E-18,8236,Food
36999,D-10,7687,Machinery
43510,C-11,3051,Food
43119,A-16,7848,Goods
18148,A-18,4766,Intermodal Containers
15667,E-10,10000,Oil
19488,P-16,5155,Chemicals
31042,F-17,6170,Electronics
17258,L-10,1698,Agricultural
40740,G-12,5515,Agricultural
47195,H-15,1796,Livestock
19024,F-10,1280,Building Materials
31883,O-14,9301,Electronics
35605,O-16,3273,Chemicals
26266,P-16,1517,Building Materials
13796,E-10,1175,Building Materials
19644,P-19,1055,Intermodal Containers
38804,O-20,8095,Food
34403,D-20,5092,Raw Minerals
28869,G-15,1902,Raw Minerals
20611,G-12,2230,Automobiles
19931,E-15,6716,Intermodal Containers
31266,B-14,1841,Chemicals
34114,D-20,3087,Goods
37375,K-15,4274,Automobiles
24801,L-13,6588,Livestock
47431,N-17,4235,Forestry
19562,J-17,7980,Livestock
31183,D-18,7949,Chemicals
32461,N-17,4272,Machinery
13912,J-10,4986,Livestock
45456,L-12,6381,Machinery
15270,F-19,3882,Agricultural
21054,L-13,3151,Raw Minerals
15893,C-17,1319,Oil
34492,J-20,9872,Forestry
38102,J-16,8037,Livestock
11231,D-16,9559,Goods
15194,G-10,2487,Food
20133,E-19,8180,Metals
24419,F-15,9963,Food
23124,B-11,9263,Automobiles
23724,F-13,5724,Food
43630,M-11,3314,Automobiles
20488,L-20,3304,Livestock
37633,M-19,8219,Forestry
36561,P-16,9925,Agricultural
31534,F-12,9009,Agricultural
36599,C-12,6110,Electronics
39017,G-18,4019,Metals
40501,H-13,9591,Chemicals
43139,F-15,1743,Raw Minerals
33438,L-12,5241,Intermodal Containers
35994,B-20,5239,Building Materials
48790,H-13,9168,Forestry
24818,C-10,1407,Raw Minerals
34509,E-17,6194,Machinery
44569,J-20,8776,Agricultural
32323,D-11,2080,Intermodal Containers
35298,O-18,5277,Intermodal Containers
18010,K-17,8296,Electronics
28012,G-19,2123,Automobiles
41403,H-20,3764,Forestry
15529,E-15,4788,Livestock
43230,H-20,8111,Building Materials
15717,K-17,2989,Electronics
45708,I-12,8791,Goods
33720,N-16,9776,Food
35232,O-20,6217,Electronics
34756,K-13,3141,Oil
44523,O-14,9695,Metals
38633,H-14,6201,Machinery
28145,M-11,8555,Forestry
22362,G-13,7620,Electronics
45228,D-14,3823,Machinery
47896,O-14,9214,Machinery
42481,G-16,7143,Building Materials
42031,P-18,8703,Goods
26849,P-15,6651,Goods
45582,N-13,9737,Electronics
14651,B-20,4610,Forestry
21911,M-18,2702,Electronics
21851,C-12,6083,Goods
15621,K-14,8338,Goods
18410,H-11,6903,Building Materials
22508,C-17,3831,Building Materials
46962,G-19,1527,Machinery
24934,P-13,3180,Metals
44218,A-10,7798,Chemicals
48273,G-16,4451,Goods
11575,F-19,9524,Goods
27433,G-15,3375,Livestock
41847,O-17,3104,Building Materials
45591,E-10,7207,Electronics
11002,H-17,5652,Intermodal Containers
27672,D-18,3377,Oil
44345,J-19,3201,Food
37576,B-16,8686,Automobiles
24366,K-14,5997,Machinery
21684,D-11,3116,Electronics
45950,J-12,2137,Goods
37631,O-17,6093,Intermodal Containers
41308,C-11,4612,Chemicals
18131,G-13,5509,Electronics
46349,K-10,9333,Agricultural
47846,P-19,9352,Machinery
27276,H-18,8224,Oil
28675,I-10,1115,Electronics
14387,C-18,5877,Metals
18214,N-10,5517,Building Materials
30256,H-11,5673,Metals
14447,L-13,9081,Agricultural
46484,H-19,9495,Automobiles
34376,O-15,3657,Raw Minerals
39025,D-10,6832,Metals
36608,F-10,2613,Machinery
23221,H-20,8266,Food
15802,L-15,7916,Goods
41735,J-15,2553,Building Materials
19312,K-12,5054,Chemicals
18159,M-10,4771,Raw Minerals
36563,N-12,8284,Building Materials
49680,H-12,6654,Metals
36313,G-19,5478,Electronics
18719,F-16,8399,Electronics
22758,A-17,4181,Goods
15004,B-16,8804,Electronics
42091,K-18,7983,Metals
16491,J-13,9989,Machinery
33989,F-20,7326,Livestock
14512,B-11,6375,Forestry
22334,K-13,5765,Chemicals
46778,I-11,3611,Livestock
37398,H-17,6173,Electronics
10583,C-17,3931,Intermodal Containers
46363,D-11,2842,Raw Minerals
26462,J-18,8175,Forestry
12858,L-15,7268,Electronics
10801,H-16,2468,Raw Minerals
17849,P-18,1132,Oil
27019,C-15,2836,Automobiles
45651,E-13,7364,Chemicals
23091,G-18,4067,Intermodal Containers
22782,D-10,2118,Agricultural
44531,B-18,1445,Livestock
22044,K-19,7334,Automobiles
40733,L-19,6090,Metals
27594,B-16,2742,Machinery
37566,C-20,7865,Food
20827,M-10,8765,Forestry
25816,P-18,1982,Building Materials
24549,F-16,2929,Food
26211,J-16,4642,Metals
44656,M-10,7651,Forestry
27381,C-10,8793,Metals
16168,F-18,5761,Forestry
33130,M-17,5996,Forestry
11062,I-15,5990,Food
40645,K-18,8384,Machinery
17154,L-15,2571,Building Materials
39120,I-18,4985,Metals
27299,A-14,9786,Building Materials
14851,L-14,1321,Building Materials
13370,C-17,9008,Machinery
40126,H-19,3026,Building Materials
41662,P-10,3058,Metals
41728,L-20,7648,Agricultural
32908,K-11,7733,Machinery
32735,P-10,2305,Livestock
25064,J-14,4594,Chemicals
43357,J-16,4538,Forestry
12425,O-18,2780,Machinery
29043,O-16,6609,Machinery
42887,I-20,1550,Raw Minerals
13187,F-14,2083,Metals
22600,D-15,5008,Raw Minerals
36315,G-10,4689,Food
24115,O-16,8139,Agricultural
29135,D-19,5229,Automobiles
10580,C-12,7722,Intermodal Containers
18095,H-16,6269,Building Materials
30646,A-19,2755,Agricultural
34599,B-19,2869,Metals
33067,D-15,3495,Livestock
16527,M-19,1283,Goods
43605,B-10,9961,Oil
48651,D-20,1375,Agricultural
19091,H-16,6877,Oil
25554,A-11,6359,Chemicals
38242,C-11,1259,Goods
47093,P-12,4642,Goods
47523,P-17,3947,Intermodal Containers
47565,E-19,1947,Electronics
36052,A-10,6021,Electronics
30687,F-15,2662,Raw Minerals
12572,P-19,3494,Oil
48607,C-19,4673,Forestry
29832,F-19,8799,Building Materials
29667,N-18,7045,Oil
32029,F-20,5002,Automobiles
44087,G-10,8938,Automobiles
22730,H-17,7837,Chemicals
16755,F-15,9800,Goods
30518,C-20,4600,Intermodal Containers
23607,M-18,3880,Machinery
38581,P-20,8288,Forestry
24791,D-11,1451,Automobiles
16701,A-12,7356,Building Materials
23718,G-11,7480,Metals
42370,G-14,3431,Livestock
24683,D-13,7625,Livestock
33017,G-15,5365,Raw Minerals
26441,P-17,9923,Automobiles
21457,L-18,4671,Forestry
32954,K-15,2408,Intermodal Containers
36184,K-12,2250,Building Materials
21043,D-13,2198,Raw Minerals
11840,J-19,8147,Livestock
19531,A-17,5936,Oil
18277,O-18,2725,Intermodal Containers
32281,N-10,1788,Goods
34944,F-17,7565,Automobiles
21789,B-19,1610,Automobiles
14502,D-16,1310,Machinery
15526,P-20,3860,Electronics
12452,M-10,4851,Livestock
48729,N-14,8941,Automobiles
27545,I-11,4259,Machinery
16234,G-15,6113,Electronics
16636,O-11,3296,Livestock
13242,M-16,5668,Livestock
13747,G-11,7796,Automobiles
12446,P-18,4405,Machinery
48490,K-14,9071,Agricultural
48197,K-10,5105,Building Materials
13481,I-15,9917,Intermodal Containers
41394,D-12,2792,Raw Minerals
16774,J-11,3318,Forestry
37239,J-11,4187,Intermodal Containers
45229,K-13,4951,Agricultural
37726,H-11,6899,Agricultural
24878,C-18,7378,Agricultural
29779,L-17,4635,Forestry
42071,P-11,1077,Intermodal Containers
15590,B-10,7189,Oil
15897,M-16,8240,Raw Minerals
22670,A-13,6721,Oil
13822,N-20,3167,Automobiles
48533,E-14,2721,Goods
45480,A-13,9794,Intermodal Containers
27619,J-15,3863,Metals
31475,O-17,1831,Raw Minerals
41759,A-16,7324,Forestry
36927,H-19,4935,Raw Minerals
19660,G-12,6248,Intermodal Containers
45481,F-19,5257,Metals
38150,N-10,4419,Machinery
46696,K-20,3573,Livestock
42023,J-16,3956,Automobiles
41518,M-19,5136,Agricultural
11195,G-16,7536,Goods
10779,C-13,7974,Food
35818,H-18,9250,Intermodal Containers
11200,F-14,1225,Raw Minerals
12222,G-15,2109,Livestock
45880,K-15,8912,Electronics
14650,O-10,5976,Electronics
20797,F-15,9935,Chemicals
11301,H-10,8784,Machinery
22663,F-14,7044,Metals
49779,F-17,5337,Chemicals
46516,M-20,3713,Chemicals
17448,O-16,5696,Goods
36848,G-19,8660,Electronics
41580,F-19,6900,Food
14287,O-20,8935,Livestock
37275,P-18,4896,Agricultural
19755,C-15,5405,Food
13293,K-14,8691,Oil
15339,A-18,9512,Intermodal Containers
25002,E-15,6370,Livestock
47484,B-16,1257,Metals
25416,I-17,1275,Chemicals
16835,M-13,7282,Automobiles
34597,F-15,4472,Livestock
15261,J-14,1894,Raw Minerals
36277,I-11,6665,Forestry
39835,H-16,7296,Goods
13732,K-11,4056,Agricultural
24809,K-17,7303,Machinery
32274,P-16,3398,Livestock
23834,L-19,3786,Automobiles
36956,O-14,5800,Electronics
24530,L-13,4303,Goods
38767,J-18,9961,Machinery
20783,K-18,8702,Raw Minerals
37571,J-12,8414,Forestry
45115,N-10,7909,Oil
48867,E-18,2618,Goods
36872,A-15,9450,Metals
31639,F-12,1051,Electronics
22994,L-18,9126,Building Materials
18962,E-20,1696,Machinery
31111,C-20,2398,Metals
32228,E-16,8546,Agricultural
46935,P-14,7478,Livestock
12738,C-10,7880,Food
22074,F-13,3102,Livestock
46372,E-10,9680,Metals
31444,K-19,2691,Building Materials
17654,F-19,3604,Intermodal Containers
48541,F-13,2258,Raw Minerals
27081,J-20,8704,Machinery
18314,H-15,6111,Automobiles
